Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	gene_length	Entity	Symbol
gene-FTB24_07795	2382570.41999669	3695308.796112403	2208412.0394315547	3687.952676768287	4778.481803307234	5974.204741266629	1731.980218535726	1785.4218131832297	1754.1317033561725	1735.8439501563732	1699.4008393128781	1470.3166050101995	4622.548244711998	1923.2169849963873	2470.950212738555	798	host	gene-FTB24_07795
gene-FTB24_03575	25043.350831893556	37713.83943146014	30321.49576472658	22.68846420174971	54.626615391694976	55.0208348464024	22.059266869608937	18.752401338970984	20.557282633317193	13.271148167495706	21.890227740486313	21.40744354463457	35.09322506830838	32.326911024389545	37.72030815752038	876	host	dpsA
gene-FTB24_07525	4024.708415226612	4866.609078150537	23531.77525822703	7.435501174984192	4.096294734045951	33.67780138215363	4.647406872962344	4.107186611895835	8.068180818452445	3.344512599173256	5.334829513539165	8.949138890527264	8.336157591983767	22.590989405267266	27.654114229729757	792	host	asrB
gene-FTB24_09150	2498430.756719498	4744645.895538928	2017644.5863701883	9735.195466961446	14706.283280186972	15122.092470242216	4823.211635813834	3909.1028690135436	4998.499970953967	2726.5740808498163	3259.2877102716866	3245.9805204355325	4293.41887978564	1653.855454589926	2506.8191937925794	231	host	gene-FTB24_09150
gene-FTB24_13070	3712.9517354216387	2953.0060742950222	13439.914675432388	5.162519998967985	7.02656497696496	17.760257946190453	3.188765309864262	3.489075359412501	3.994148920025964	2.671194881187881	3.4861262167681675	4.87329345523762	6.979468577941855	15.399655859278278	10.863494538594692	1212	host	spoIIIAE
gene-FTB24_00685	2474038.3764083013	4338361.425319585	1562594.9034256365	3115.0975557105094	5858.616378154228	6696.1150503395265	2755.2658850660655	2880.543014825487	3215.8048622583055	2025.8578651479509	2332.843246489008	2092.2359892437275	3270.746441391834	1251.4795980127726	1785.916507378887	591	host	gene-FTB24_00685
gene-FTB24_05790	717766.6933585445	1138957.9508300961	374579.3620438046	1231.8995748061138	2132.5983748961144	2320.490355075456	594.129587688134	569.874955542062	667.8537985246846	363.7526518820764	421.9743336188661	405.8986146100791	593.5230011552826	274.28894202512345	383.08031988327207	657	host	gene-FTB24_05790
gene-FTB24_09125	361264.37199516094	781729.5677336741	302718.53097164654	1467.7328955489086	2440.2764398884005	2535.7185036262495	620.8448942814555	715.8632732181001	834.697659542515	311.5241299181065	362.734030250419	399.17376323480124	506.2579056974644	279.6793249359014	401.4570936849139	573	host	gene-FTB24_09125
gene-FTB24_15240	331776.6255807057	528479.0775880853	260188.2822328666	547.6455925730648	803.8182218867543	928.3611229035605	289.6244027972769	280.6672948738212	309.74892579152555	212.91304693003227	266.92410749779714	254.81053508537488	276.19947345986964	126.41925862801365	171.17789141330903	1119	host	gene-FTB24_15240
gene-FTB24_06415	200192.30747901183	151800.5667341478	203021.64139665556	453.3838770964515	259.6835266925446	383.503131212051	128.22649820317758	98.85040860660575	111.6199451575376	76.16100620573484	72.49690818398857	69.389469780874	188.73875600647457	119.04169545645676	113.90961494358153	798	host	cas5
gene-FTB24_14675	4474.369876540916	7390.900076500913	24184.64118913488	9.60626829653998	12.39885184600486	27.567181821350765	9.469481386787704	4.366297713585907	10.540978966389774	4.938206522269238	7.149828300024613	12.33259408627471	9.077460196640041	16.893884597980755	18.409613228155436	1341	host	gene-FTB24_14675
gene-FTB24_11645	32910.00509441937	36139.64819855405	50864.4462762318	61.34288469361958	50.841180216809256	86.96307911628305	22.80108292363118	22.549544902833414	28.559932100716622	14.108120993562702	16.29864864313395	17.85867982136193	48.08044876615416	40.818251691697014	42.947409484607675	678	host	gene-FTB24_11645
gene-FTB24_18985	2718808.9082624954	6143277.470273206	3250668.4891597345	2957.297673717986	7228.864684906418	8259.759032742248	1908.8521215700407	2207.049259684472	1931.8602257392188	1613.6106600569392	2144.7159867221053	1500.6457202359734	1962.4381224245042	657.0700957285065	931.8458805938836	86	host	gene-FTB24_18985
gene-FTB24_02870	193637.37309894015	291606.6961647478	109033.38710420244	320.473575175078	503.4422794399185	518.9661395475204	242.22979561225227	197.35223594767518	220.17839242879572	142.3449567909814	154.4070713264463	155.4808336214036	187.3590372805791	82.40478432155986	107.67042951569786	642	host	gene-FTB24_02870
gene-FTB24_11145	143028.17735247515	217487.08156148612	111787.11374367095	205.75826527326947	263.57537840447395	340.81201543899937	99.23014950821668	101.29171947682417	101.97775880877826	83.18994557024054	84.39502180039148	94.12025384864883	250.51590832461565	141.9012284151246	176.60709984463654	957	host	gene-FTB24_11145
gene-FTB24_06410	166793.55473391624	131410.78646867353	189442.6866383326	405.4438000164087	223.96309670168395	335.4984461576862	106.17537240537048	78.43511284753028	99.49164985594614	65.30705075308725	66.82984882641098	67.27740213263249	182.31028674539647	125.67325765102919	120.10910973588274	1014	host	gene-FTB24_06410
gene-FTB24_08055	149182.59927025478	184939.29537849306	74263.5379095795	208.4075965323676	247.37682372205046	302.81968530995766	83.06490643046178	76.52367571575395	89.81881014305326	47.21265069657472	50.803318300093416	57.70253680879245	114.8102923688456	61.16583689252928	95.7797938542092	2559	host	gene-FTB24_08055
gene-FTB24_13835	10356.852643353108	13752.32800017509	18185.07654347001	12.374645327243146	18.309375021629023	32.81452996798953	9.458209607164287	7.499462355323346	6.417342668279179	5.866551398741946	8.351710490936286	9.787314723213537	20.513073671052275	17.3728563228531	18.24229020834733	2082	host	gene-FTB24_13835
gene-FTB24_00755	211098.95137781085	228504.4675592886	204899.00961019922	332.0891910321253	309.44298774057967	382.7495296376319	124.41612134605215	111.04249104932835	110.9455868368722	77.22376614530164	70.92010615589045	75.70827740118749	181.46208107610448	111.48830482606371	120.16125740102369	747	host	gene-FTB24_00755
gene-FTB24_00310	10705.52162841134	21728.99799988912	32405.605421155105	24.722573176269854	33.368808992203036	65.61434033038972	17.615662121999335	10.24210263419868	19.022209687837506	6.919293907945343	13.098810229716781	15.12562265880049	14.724761993397019	20.102349342301864	20.30301038016181	1191	host	gene-FTB24_00310
gene-FTB24_09505	21635.084150629933	23824.992794682028	23987.872658749904	33.03078406579516	32.49464572680682	56.993202339029224	23.59452720119344	14.596309343814427	30.41083539262845	13.206536930068754	13.54225953436865	16.564511888716332	21.822297157861353	28.054333273613587	41.79472399593217	312	host	gene-FTB24_09505
gene-FTB24_10810	14331.520711245306	27618.7814562556	18616.290833204937	25.78745471196747	31.641919991810365	48.68209170628444	19.73223835360955	16.747903623794354	20.761433443661076	12.888089952228153	15.957439578714654	17.94815355512594	24.20206899615351	24.322865191135946	30.50800334227836	1884	host	asnB
gene-FTB24_06690	145618.33834949875	292127.5827793939	107052.74614733354	212.6125113464721	389.96296936731693	359.32887007908204	131.3634566793147	143.05911566293514	165.24986053291087	104.52623320417919	152.0136358203476	124.21029947009309	222.52303394099079	104.00925899222678	140.0791400089353	573	host	gene-FTB24_06690
gene-FTB24_09205	21067.872206605927	32789.852755127926	21765.07044674942	75.26565178138493	89.00466018761865	117.07367690411112	47.14663727483417	43.37189062162002	51.781403185393685	47.61984680530731	55.87323259573224	51.54301792454243	64.90963158701967	29.793590683438406	45.14030798941042	1335	host	gene-FTB24_09205
gene-FTB24_13440	135138.06316309387	264769.8398464063	150054.5039024292	214.70009642766857	354.38484982921864	317.23243350301755	138.02798412698164	156.05089024332878	158.74690907657788	111.03179214372476	141.27870757476484	126.70892260202625	234.66565248379982	123.50150848113834	170.5128230618613	444	host	gene-FTB24_13440
gene-FTB24_08760	19092.053537712014	24786.8449510947	22963.99082343223	43.78816849512395	50.8546429844097	82.25385505961097	26.037433232956875	19.872972390935214	30.71616105803118	26.024824726685786	33.96450944311108	40.832244648418616	107.02983043341216	55.8751899699548	95.66350836268057	933	host	gene-FTB24_08760
gene-FTB24_15830	853173.8254697172	1025065.8172848955	657285.0635845853	1232.217751758242	1502.0476472117912	1562.0855324787171	682.2483530418876	636.1035171872304	653.9143055576798	584.5861666063028	574.822899847182	611.6692989253587	1032.2672039510385	456.3515560435955	633.6220405890986	618	host	nth
gene-JD032_9	26575.378956679288	23123.235934879496	23110.132065863738	56174.62590447211	39815.694526323445	42130.94348589201	27036.095536557437	25066.90371359771	27123.82627401503	10106.818614259659	11722.265158521375	11116.803540530413	16265.156242683475	20090.774875558804	18593.805255454412	381	phage	gene-JD032_9
gene-FTB24_08635	75739.48826497531	160598.09957896775	57239.0360119735	138.02149056064405	232.33671694666876	296.7979338181609	79.23828718400797	80.75755675640184	96.14582141989166	66.7663811464587	78.80842701250646	75.71033648183918	159.7546451026264	79.25807553934295	117.66319411907658	864	host	gene-FTB24_08635
gene-FTB24_14235	5279896.278376923	7631104.328987192	2837810.476545908	9329.8822344081	12069.828655554778	11992.770947293457	3329.1402823289295	3147.7367933526402	3803.4162462288577	2023.0186052896308	2021.341288888314	2403.5344974571817	4878.750217550097	1890.7712432444596	2868.2177409466167	447	host	gene-FTB24_14235
