Geneid	Entity	Symbol	0.0	5.0	10.0	15.0
gene-PA2589	host	gene-PA2589	238105.00501712842	10.222667156463594	1.6816037483348065	6.6948490188302445
gene-PA1795	host	cysS	19426354.66755143	505.9282089804961	28.76235287367136	14.776973210433994
gene-PA2468	host	foxI	25786522.57157983	38.90293240889222	4.168058062727515	7.746642027016129
gene-PA4119	host	aph	413318.33304973884	22.99185882855292	2.6580836505379373	9.4703257429012
gene-PA2246	host	bkdR	1197859.4816590508	35.61506002476592	2.2241710128704644	6.5786607272302
gene-PA1033	host	gene-PA1033	738192.1952693207	24.74422821989172	3.2006123734360368	8.045364929573072
gene-PA2214	host	gene-PA2214	42486.847855678956	11.999597529202694	1.7539427148317674	9.26792711262617
gene-PA3210	host	trkH	324225.82760080014	23.33088843056895	2.7395903681782436	7.483062846190074
gene-PA4724	host	gene-PA4724	1313465.0148748318	84.14410277370344	2.9628180505879165	8.366955144353527
gene-PA1496	host	gene-PA1496	571643.6454043885	17.69986939253462	1.7410477567707618	5.769621495132333
gene-PA3978	host	gene-PA3978	2204426.778024875	72.63754929710068	70.27494429514643	61.858678408512155
gene-PA3440	host	gene-PA3440	3629350.2816895195	98.70201698992912	10.46682004275461	13.581795354072815
gene-PA2568	host	gene-PA2568	4554680.492077687	104.82358356411294	7.687414620735569	6.114818689311785
gene-PA3091	host	gene-PA3091	3076097.8746609	41.78880450966687	3.1422120012092987	5.833830092583997
gene-PA0925	host	gene-PA0925	990524.3844446292	59.56377330463791	7.585851366790091	14.432050630099246
gene-PA5178	host	gene-PA5178	50568523.669708095	891.0296441327099	124.74422331072613	43.221162703226945
gene-PA5205	host	gene-PA5205	2918420.943511434	42.05778258326364	7.592610947941676	11.59419716714212
gene-PA1439	host	gene-PA1439	1811415.5670279237	45.569949001928926	5.062291953004805	6.665527663387903
gene-PA1503	host	gene-PA1503	270826.1365703904	12.317449802012247	1.2815108762781366	5.658054358586523
gene-PA1695	host	pscP	510175.99384560256	10.114099388234704	1.5286436762639832	3.2619244570140786
gene-PA4506	host	gene-PA4506	823458.8333470224	19.76405437946346	2.9818834421316818	10.368335118045344
gene-PA3686	host	adk	38152561.11550859	576.3352096877284	42.20442671791239	21.372668553646893
gene-PA0550	host	gene-PA0550	922129.0168339353	57.05730980443777	4.794618374799858	11.822190197870787
gene-PA4637	host	gene-PA4637	7214866.403524098	187.2599017556909	27.743186381145815	14.904543075824416
gene-PA2937	host	gene-PA2937	483431.8148182636	11.477017274263131	3.92303624006148	7.002551439180137
gene-PA5043	host	pilN	48944102.18045197	870.6435114831888	28.795792066211433	12.322453375634524
gene-PA1816	host	dnaQ	6439354.100069121	170.34943551550467	11.22620022471744	8.00733157822279
gene-PPLUZ19_gp23	phage	gp23	46512.44901245331	856.7884972436126	32668.23482049693	51193.00266782659
gene-PA4733	host	acsB	2274221.6910907733	47.358481614887715	2.360324861022994	6.076158013385719
gene-PA0027	host	gene-PA0027	4550859.706335938	82.62224007703186	3.419550977313513	15.971024731063652
gene-PA4819	host	gene-PA4819	45141.38930769318	15.2151985976368	1.61575119152691	16.356842945740777
gene-PA0407	host	gshB	17120575.896815225	229.0728267747123	13.047945743643266	5.227359099538495
gene-PA4496	host	gene-PA4496	2863767.1734938542	137.09196570268307	5.961519037438895	7.123400205263468
gene-PA1563	host	gene-PA1563	1054632.4455088386	30.17946676484024	2.5719355470315666	8.387783667750988
gene-PA0532	host	gene-PA0532	1030793.3621616517	52.242052044904106	4.418394631699262	9.913583565473767
gene-PA3666	host	dapD	1929875.040019334	119.1301357018872	6.447298652477381	11.672636789006573
gene-PA3294	host	gene-PA3294	531437.5090269941	18.265681587225753	2.4343587915902103	8.120241353473768
gene-PA4006	host	nadD	12047035.839047486	396.1740440865149	18.244452449573924	16.310909143743295
gene-PA4932	host	rplI	64659221.782263614	2112.9155484428047	283.0609602216815	100.46655495174788
gene-PA5347	host	gene-PA5347	6418478.81359383	170.4590882937955	9.827996743595973	10.029258077394198
