Geneid	Entity	Symbol	0.0	30.0	45.0	75.0	135.0
gene-FTB24_07795	host	gene-FTB24_07795	2762097.085180216	4813.5464071140495	1757.1779116917094	1635.1871314931504	3005.57181414898
gene-FTB24_03575	host	dpsA	31026.22867602676	44.111971479949034	20.45631694729904	18.856273150872198	35.04681475007277
gene-FTB24_07525	host	asrB	10807.69758386806	15.069865763727925	5.607591434436874	5.876160334413228	19.527087075660265
gene-FTB24_09150	host	gene-FTB24_09150	3086907.0795428716	13187.857072463545	4576.938158593782	3077.2807705190116	2818.0311760560485
gene-FTB24_13070	host	spoIIIAE	6701.957495049683	9.983114307374466	3.5573298631009087	3.676871517731223	11.080872991938277
gene-FTB24_00685	host	gene-FTB24_00685	2791664.901717841	5223.276328068088	2950.537920716619	2150.3123669602287	2102.7141822611648
gene-FTB24_05790	host	gene-FTB24_05790	743768.0020774817	1894.9961015925612	610.6194472516269	397.20853337034055	416.9640876878927
gene-FTB24_09125	host	gene-FTB24_09125	481904.15690016054	2147.9092796878526	723.8019423473569	357.8106411344423	395.7981081060932
gene-FTB24_15240	host	gene-FTB24_15240	373481.3284672192	759.9416457877932	293.34687448754124	244.8825631710681	191.26554116706407
gene-FTB24_06415	host	cas5	185004.8385366051	365.5235116670157	112.89895065577365	72.68246139019914	140.5633554688376
gene-FTB24_14675	host	gene-FTB24_14675	12016.637047392236	16.52410065463187	8.125586022254462	8.14020963618952	14.793652674258745
gene-FTB24_11645	host	gene-FTB24_11645	39971.366523068406	66.3823813422373	24.636853309060402	16.088483152686194	43.948703314152944
gene-FTB24_18985	host	gene-FTB24_18985	4037584.9558984786	6148.6404637888845	2015.920535664577	1752.990789005006	1183.7846995822981
gene-FTB24_02870	host	gene-FTB24_02870	198092.48545596344	447.62733138750565	219.92014132957442	150.74428724627708	125.81141703927892
gene-FTB24_11145	host	gene-FTB24_11145	157434.12421921073	270.04855303891424	100.83320926460637	87.23507373976027	189.6747455281256
gene-FTB24_06410	host	gene-FTB24_06410	162549.00928030748	321.6351142919263	94.70071170294896	66.47143390404356	142.69755137743613
gene-FTB24_08055	host	gene-FTB24_08055	136128.47751944244	252.86803518812522	83.13579742975634	51.90616860182019	90.5853077051947
gene-FTB24_13835	host	gene-FTB24_13835	14098.085728999402	21.166183438953897	7.791671543588937	8.001858870963922	18.709406734084236
gene-FTB24_00755	host	gene-FTB24_00755	214834.14284909956	341.42723613677896	115.46806641075091	74.61738323412652	137.70388110106396
gene-FTB24_00310	host	gene-FTB24_00310	21613.37501648519	41.235240832954204	15.62665814801184	11.71457559882087	18.37670723862023
gene-FTB24_09505	host	gene-FTB24_09505	23149.31653468729	40.83954404387706	22.86722397921211	14.437769451051246	30.55711814246904
gene-FTB24_10810	host	asnB	20188.864333568617	35.37048880335409	19.080525140354993	15.597894362022915	26.34431250985594
gene-FTB24_06690	host	gene-FTB24_06690	181599.55575874206	320.63478359762365	146.55747762505356	126.91672283153996	155.53714431405095
gene-FTB24_09205	host	gene-FTB24_09205	25207.598469494424	93.78132962437157	47.43331036061596	51.678699108527326	46.61451008662283
gene-FTB24_13440	host	gene-FTB24_13440	183320.80230397647	295.4391265866349	150.94192781562944	126.33980744017195	176.2266613422665
gene-FTB24_08760	host	gene-FTB24_08760	22280.96310407964	58.96555551304821	25.542188893974423	33.60719293940516	86.1895095886825
gene-FTB24_15830	host	nth	845174.902113066	1432.1169771495834	657.4220585955992	590.3594551262812	707.4136001945775
gene-JD032_9	phage	gene-JD032_9	24269.58231914084	46040.421305562515	26408.94184139006	10981.962437770482	18316.57879123223
gene-FTB24_08635	host	gene-FTB24_08635	97858.87461863885	222.3853804418246	85.3805551201005	73.76171488026812	118.8919715870153
